,text,author
862,"The boy managed to make it out to the section closest to him, the desert. Haymitch wasn""t looking forward to watching him dehydrate and die slowly. The boy died on day three. There had been a cobra with tracker jacker venom, it hadn""t been pretty to watch. Effie dug her face into Haymitch""s shirt for most of it and he sat confused as to why he was letting her. She began to cry, which Haymitch took as a cue to get a new drink. He filled two glasses, silently handing one to her. She accepted without a fight and begin to drink it almost immediately. Johanna Mason was still in the running. She hadn""t cried at all in the arena and was showing more skill than Haymitch had been expecting. Maybe Blight hadn""t been full of shit? ""Why do they keep dying, Haymitch?"" Effie lifted her head up to ask. Haymitch ignored her, but she kept asking, so he finally said, ""Because it""s what they""re supposed to do. They are supposed to die. It""s what the Capitol wants."" ""The Capitol doesn""t want dead children,"" Effie spat back. She finished her drink and got up to get a new one. Haymitch raised an eyebrow at the escort""s uncharacteristic outburst. The stylists still weren""t around, but Haymitch was still uncomfortable about where this was heading. When she had her new drink she plopped down much closer to the mentor than he liked. They sat and drank in silence for a while, until Effie started crying again. Haymitch reached for the remote, ""Maybe we should turn this off for a while."" Effie put her hand on his wrist. Her touch was warm and unexpected, and Haymitch almost dropped the damn remote. ""No,"" she said. ""I want to see the whole thing. I want to see who wins."" He returned to his drinking, getting up to fetch a bottle to place on the table before them to cut down on trips. She smiled at him, filling up her drink again. ""You know, this was supposed to be my year. The escort from two was going to step down and I was going to rise up. But no."" She took a long pull. Johanna Mason appeared on screen and Effie pointed at her with her glass. ""That bitch from 7 is going to take my spot. All because she got lucky and drew a winner at the right moment."" Effie glared at the tribute on the screen. ""Girl""s even pretty when she""s not crying."" Effie slammed down the empty glass and poured another. Haymitch grinned. He didn""t know Effie even had a side like this, but he quite liked it. He raised his glass for a toast and she obliged, clinking them together. She scooted closer to him, which Haymitch wasn""t so thrilled with. ""You know, I blame the stylists. I mean, why would you send them out naked? It threw them completely off. You could tell. Neither of the kids were all that bad to begin with but they were nervous wrecks after the parade. You could tell the trust was gone."" Haymitch said nothing. But Effie wormed her way into laying her head on his shoulder and looking up at him with bright blue eyes asked, ""Does the pain ever stop?"" She looked away. ""I don""t know if I can handle anymore dead children."" Unsure of what to do, Haymitch stayed still.",1497577
2101,"She switched the channel using her remote control, but there isn""t a program that suited her fancy. With a huge sigh, she glanced at her wall clock. It read 7:46 am. Damn, where is the stupid bald jerk? She asked herself as she crossed her arms in annoyance. Did the association failed to wake him up? Did he ditch her? Was he too fed up with her attitude? Or did he die somewhere? Tatsumaki decided that the last one is far too impossible to actually happen so she crossed that one out. She shook her head brashly then. Why the hell is she even waiting for him to arrive? It""s not like they""re friends or anything. But then she remembered his hand softly patting her head. It was a quick pat, but it was really comforting, she thought. ""No, he""s not my friend,"" she muttered to herself quietly. ""Not ever."" After a few more of hours of watching T.V., Saitama still hasn""t made an appearance. It was already 11 am, where the hell is he? Did he deliberately just ditched her after she ""opened"" up to him? The nerve of the asshole. Tatsumki felt her powers emanate from her as she angrily clenched her fists. ""That no-good asshole. After seeing me vulnerable he decides to ditch me?! How dare he?! He really is just an arrogant fuckwad!"" she muttered under her breath as she changed in to her ""going out"" clothes. The weather forecaster did say that it would be a bit windy today, so she grabbed her trench coat and slipped on her ankle boots. She""s going to give the A-class idiot a piece of her mind. Keeping in mind what Saitama kept on reminding her, she walked out of her apartment and made her way to the A class"" apartment area. It was not far from her place, but it was absolutely different from theirs. The A class apartment looked like a normal apartment a citizen would find in the local cities compared to the S class"" apartment. As Tatsumaki reached her destination, she suddenly realized that she had no idea which was the baldy""s apartment. Walking through the corridors awkwardly, she spotted a man, probably an A-class hero, knocking on an apartment door. With not a moment to waste, she called the man""s attention. ""Hey! You there! The guy with a beanie and headphones!"" she said with an index finger pointed at him. The man glanced at Tatsumaki""s direction, somehow confused. ""Whaddaya want kid?"" he asked, not fully realizing that the person he was talking to was S-class"" rank 2 hero. ""Did you just call me a kid?!"" Tatsumaki was tempted to use her psychokinesis to the man as she slightly glowed green. Now realizing who he was talking to, the man flinched. ""O-oh! S-s-senritsu no T-tatsumaki-san! W-what brings you to these parts?"" With a huff, she crossed her arms, deciding to let the man""s insult slide. ""Do you know where Caped Baldy lives?"" she asked. Slightly surprised, the man nodded and pointed to the apartment he was knocking at. ""You meant Saitama, right? He lives here."" he replied. ""Is he not home?"" she asked with an eyebrow raised. ""It seems. I""ve been knocking for almost a minute now.",2750536
11,"That made Brent completely uneasy with that decision and he""s good friends with Lars and for Jesse to tell him to have nothing to do with him because of his ethnicity really didn""t sit well with him and he said, ""Who, Lars? Why should I?"" ""Look, if you wanna be one of us, you have to betray this guy."" Suddenly, it just came out of nowhere with the fact that Jesse""s saying that Brent ""wants to be one of them"" when he know he doesn""t want anything to do with them at all because that""s not how he would treat anyone like that and he said, ""Look, Lars is my friend. I can""t go join you behind his back."" ""We know of your ethnicity too. Normally, I would""ve made some false rumors about you on Whosebook or Twhat-tter...but why do it? You""re good at basketball and you have the ability to be one of the jocks."" Jesse stated. Marshall went over to Brent and he told him, ""You""re too cool to hang with that Mexican kid. Be one of us."" ""And you can start by ditching that Lars dude. He doesn""t belong in this school and we""re gonna turn the whole school against him. What do ya say?"" Jesse said. Brent really wanted to turn down this decision because that""s his friend and he would never do that to Lars and he would never discriminate him no matter what anyone says and before Brent could respond, Jesse told him, ""Make your decision before lunch."" They walked away and it left Brent with a very heavy heart, but he knows to follow his inner gut and just turn down that amount of pressure Jesse instilled in his head. As he finally made it to school, he witnessed Lars getting pummeled and thrown down by some of the more popular kids in the school and Brent couldn""t bear to watch it unfold. ""We don""t need you!"" ""Take your ass back where you belong!"" ""If you don""t leave Whoville, we""re gonna go out and kill your family!"" ""Mexicans are bad and dangerous like you!"" ""We""re protecting Whoville High from the likes of you!"" This completely enrages Brent to a point where he cannot stand to watch anymore, so he had to step in and intervene before it grows worse and he stood by Lars"" side to end the fight and he saidm ""Leave him alone!"" One of the popular kids were shocked to see Brent defending Lars and one asked, ""Do you actually think you can stand up for this...this...freak?!"" ""He""s my best friend. It""s not fair that you""re discriminating this guy! How would you like it if someone did the same thing to you?"" Brent asked, in anger. Another popular kid scoffed and said, ""At least I wouldn""t be mexican and I wouldn""t care."" ""And why would he be your best friend anyway?"" Brent stared at all of them and said, ""I""m from Who-ami, but my family""s origins are from Where-to Rico...so I""m hispanic too. If you wanna judge someone, judge me."" Most of them were disturbed to hear that Brent has the same ethnic background as Lars and they immediately left in anger and he turned to Lars and asked, ""You okay?"" Lars looks up at Brent with tears in his eyes and he said, ""Thank you for standing up for me...but why?"" ""It""s the right thing to do."" Brent replied.",1276465
296,"He gazed as her chest slowly rose and fell with her steady breaths, and he was so entranced that he jumped when he heard the dryer go off. He turned toward it, his brow furrowed as he stood up. ""Funny, I don""t remember putting anything in here..."" Josh opened the door and peered in, instantly recognizing the clothing as Lily""s. He chuckled to himself and looked over at the girl, who was still sound asleep. ""Well, she is asleep. I could just fold these for her!"" He scooped up all of the freshly cleaned articles and walked over to the open space, letting them fall to the ground. He sat cross-legged in the middle of the chaos, picking up the first shirt. Josh reached behind him for the last pieces, but they felt too... small. ""What the?..."" It was underwear. ""Oh, gross!"" Josh exclaimed, tossing it into the basket without bothering to fold it. He swiveled around to see the remaining pile, and it was all... feminine undergarments. Josh sighed and blew a puff of air. He""d rather go another round of OTG than do this. Just as he was picking up the next item, a voice from the shadows startled him. ""Josh, what the HELL are you doing?"" He looked up to see one angry Lily Gillan, looking as though she would gouge his eyes out any second. His face turned bright red. ""Uh... it""s not what it looks like! I was just being the nice friend that I am, taking care of your laundry so you wouldn""t have to wake up, and that just so happened to be with it!"" His hands flew around wildly as he tried to make his point. ""Whatever,"" Lily said, swiftly bending down and grabbing her things. Why hadn""t she berated him yet? He had invaded her privacy and touched all her clothes, which was not acceptable if you were Lily. No one touches her things. She shook her head to clear all thoughts of Josh and picked up her basket, leaning it on her hip. Lily started down the hall, but stopped and turned around halfway through. ""And Josh?"" she called. ""Yeah?"" His head poked out the door to the laundry room. ""Never let me catch you touching my things again."" I hate folding my laundry. :P Reviews are love! XX. Special thanks to Hana and Dave, you guys rock my socks! :) Guys, I""m sorry if it""s too fast. I. Can""t. Resist! I""m a hopeless romantic, after all... Josh watched Lily dance around out in the yard, hanging her clothes on a clothesline. After the whole laundry incident the week before, she refused to dry her laundry using the machines, and settled for the ""good old natural way,"" as she called it. Several people stared at her as they walked by, but she didn""t seem to be fazed by it. He admired her for that. ""Hey,"" Jim said to his son. Josh looked up from the window to see his father grinning at him. ""Uh, hey. How was work?"" Jim shrugged. ""Same old, same old. Taylor being Taylor. Nothing special."" Suddenly he turned businesslike. ""Enough about his, how""s you and Lily?"" ""I don""t know what you""re talking about,"" Josh said flatly, returning his gaze back outside. ""You may be able to hide it from the others, but not me. I""m trained to notice everything, remember?""",2855986
1268,"took the babe from its nanny Hydra as she planted a soft kiss on her child""s forehead. ""You""ll grow up with the understanding of our race, and the persistence of your father. You will learn the human arts and you will grow up to be a fine person someday, I hope you will never forget where you came from or who I am..."" Sohee Mistress brushed her child""s tiger markings on his right cheek, saying her goodbyes as she gave him to the waiting Lieb Olmai. ""Go! The humans are nearby! Take care of my husband and child!"" The ashen woman commanded the nodding great bear as he and the others retreated with the fallen figure of their master. Sohee Mistress looked back as the doors in her Sanctuary opened with a party of knights, priests and hunters. ""Lem schcala emir terraza!"" Sohee Mistress raised her right hand, summoning all her MVP powers to call upon her Sohee mob, as she brandished her knife hidden in her sleeves. The party just grinned maliciously as they readied themselves as well for the prospect of a good hunt. A piercing scream was heard deep inside the Payon caves as the fight ended that night. The Munaks and Bonguns grew silent and stayed inside their coffins mourning the death of their second mother. The Sohees wailed throughout the third level of the cave, realizing that she would never return again. Eddga continued his dream that the three of them were happily living in the mountains of Payon, his mob had died preventing them from being seen by the passing humans, not realizing that his child had fallen from his grasp and rolled across the dark meadows of the bamboo forest. The child""s sullen cries were the only ones heard throughout the night. ""Well...what is this?"" A young priest passed by. His eyes caught the white bundle of silk that lay beside the bamboo. ""A child...in this part of the forest? It""s a miracle that the Horongs and Poison Spores didn""t attack him. It""d be best if I took him along..."" the priest carefully took the child, healing him immediately to make sure that there were no injuries. The child sneezed at the warm energy that flowed from the priest""s hands, and then fell asleep again, finding comfort in the warmth that came from it. ""Warp Portal!"" The priest clasped a blue gemstone in his hand as it slowly disappeared, only to be replaced by a glowing pillar of light in front of him. He retreated in the light as both vanished without a trace. Eddga had only to realize when he woke up that he would have lost two important things in his life... ---------------------------------------------------------------------------- -------------------------------- ""Hey, guys! It""s Byakko the freak!"" A novice began teasing him, when he spotted the white-haired novice approach from the Sanctuary. ""Let""s throw stones at him!"" A novice suggested. ""Silly, we can""t do that! Only the Thief classes are allowed to throw stones!"" Another retorted. Byakko just piffed (/pif) at the novices who tried ganging up at him again.",583064
1452,"He will not do it,"" Jamila choked out. ""But your mother can persuade him. He loves her does he not,"" Alex begged. ""Yes, but..."" ""Then ask her to help. Please I will not lose you to some fool,"" Alex whispered, pulling Jamila tightly against him. ""Fine I will try,"" Jamila said pulling away as she leaned up and kissed his lips. ""Amun someone is coming,"" Jamila said suddenly as her ears caught footsteps approaching. Alex jumped away from her in time for the person who had came to think nothing of what was truly going on. ""Aww medji you are needed in the throne room, and Princess Jamila I need your presence,"" Imhotep asked as he stood in the doorway. ""Yes High Priest,"" Alex said bowing and hesitantly walked off looking back only a quick second at Jamila. He felt worry enter him. Imhotep""s demeanor was much different than it usually was. It was almost as if he was sad. No matter though, Alex had his job to do and he must do it. He mad his way through the palace to the throne room where Pharaoh Seti sat with a calm expression. ""Aww just the medji I was looking for,"" Seti said with a smile. ""You asked for me my king,"" Alex said noticing Anck-Su-Namun not to far off speaking with Seti""s other ""wives.' ""Yes I need you to keep a stronger eye on my daughter. I fear for her lately. Her suitor she is to be married to...well his kingdom is having a little problem with rebels and I fear for my daughter""s sake if they find out about their betrothal. Adding to that I also need you watch out for my wife even more so seeing how she is also the mother of Jamila,"" Seti said taking a grape from a plate on the table nearby. ""Yes my king,"" Alex said as he looked up to see if the king had something else to say. ""Amun I also need to speak to you about you and my daughter""s training. As of this moment you two are no longer to train together and another guard will help you with your job. Your closeness worries me. We need this marriage between the two kingdoms and I will not have any problems am I understood,"" Seti said sternly. ""Yes my king,"" Alex said as his anger began tearing at him. The king was a fool he didn""t know what Jamila wanted. She hated the fool and he was making her marry him. She would be unhappy and most of all unfaithful. Alex smiled at his thought, kept it well hidden from the king. ""You may go now,"" Seti said waving him off. ""Yes king,"" Alex said walking off toward the entrance exiting quickly. Alex quickly headed back to his quarters that he and the other guards had in the palace. Once there he began searching for what his father had given him years ago. It had been his mother""s before she had died and she had told her father for her son to give it to the one he loved. ""No better chance than now"" Alex thought with a grin. Alex then left to go do his normal duties for the day, by keeping an eye on Jamila with her new guard who turned out to be one of the older medji who hated him. It was just his luck, he wasn""t getting anywhere near her, with this guy around. They had to follow Jamila around all day as she helped her other sister train.",806976
1826,"In the first place, why did sensei have to give an assignment when he knew that everyone was busy preparing for the cultural festival? Mou! ""So this is where you""ve been hiding,"" said an un-amused voice. Kahoko raised her head to find Tsukimori Len standing by the door of the rooftop, his eyebrow twitching. ""Tsukimori-kun!"" She hastily checked her watch, 11:37am. She only have twenty-three minutes before the Math assignment deadline- and, she still have twenty-three minutes before the start of the practice. Tsukimori walked towards her and Kahoko laughed nervously. ""Tsukimori-kun..? I still have time before the practice starts, right..?"" She was sitting against the wall, her knees drawn close to her body, an open notebook sitting on her lap. He stopped just in front her and picked up the notebook with his uninjured arm. ""Hey!"" ""Hmph, you can""t answer these easy math questions, Hino?"" he asked while scanning over the questions. ""Well, sorry for not being as intelligent as you are, Tsukimori-kun."" She crossed her arms in front of her chest and curled her lower lip over her upper lip in a pout. ""Why don""t you ask those two friends of yours to help you?"" Was he pertaining to Mio and Nao? Her shoulders slumped forward. ""They went out an hour ago to buy additional supplies needed by the class for the festival."" If she only remembered about the assignment an hour ago! Then she could have asked Mio or Nao to stay and help her. He glanced at her dejected form. Personally, he didn""t want to ask but- ""What about Tsuchiura?"" She must have noticed his slight irritation in his tone when he mentioned that pianist""s name for she suddenly looked up. She shook her head. ""He""s busy helping his classmates build their horror house."" He sighed. ""So that""s why you""ve been hiding here on the rooftop, trying to answer these questions."" He glanced again on the notebook. ""And I see, you""ve been very unsuccessful."" Her face flushed in embarrassment as she tried to grab the notebook. ""Mou! Tsukimori-kun! Just give me back my notebook!"" When he refused and merely scanned the questions again, she added, ""I promise to attend the practice even if I don""t finish the assignment so please- just please give me back my notebook!"" ""When""s the deadline?"" She blinked. ""Deadline..?"" He gestured at the notebook. ""Oh, uhm..,"" she scratched her head. ""Twelve noon.."" ""Twelve?"" He glanced at his watch. Twenty minutes more, and there were twenty questions. The questions were fairly easy but judging Hino""s intelligence in Math... He sighed. ""Move."" ""Huh?"" ""I said, move."" He glared at her irritatingly and sat next to her. Kahoko moved to give him space. ""Tsukimori-kun..?"" ""Question number one: The derivative of 3x squared is.. equal to 6x. Remember that the equation for finding the derivative- Hino, are you listening?"" Furrowing his eyebrows, he glared at her stunned expression. ""What now?"" ""Tsukimori-kun, what are you doing?"" she asked, her eyes wide. Wasn""t it obvious? Did she need to embarrass him further? Avoiding her eyes, he muttered, ""I""m helping you.""",560480
3544,"met before. We""re the Children of Time, the Doctor""s (or would that now be the Doctors""?) most faithful companions. But no one""s really in the condition to talk; all that comes out is joyous, senseless jabbering. I find myself being bear-hugged by Mickey; a smacking kiss is placed on the top of my head by Jack; Martha gives me a warm hug that makes me regret the jealousy I felt about her earlier; Sarah Jane squeezes my hand; Donna sweeps down on me and almost knocks me over; and finally, two identical arms slide around my shoulders from the left and from the right, and I find myself standing right between the two identical Doctors. It""s strange, having two Doctors around. I thought I knew my Doctor better than anyone else, but even I can only tell them apart by the different clothes they""re wearing. It""s as if my Doctor had suddenly split into two. For one moment I remember the old Doctor, the one I first met. The Ninth. I grew to love him even back then, but now I have difficulties to remember his face. Above all, I remember his kindness. But although he used to be ""my"" Doctor in the beginning, his successor assumed this position long ago. One of them - the old one, the real one - takes my hand and laces his fingers with mine. ""We did it, Rose Tyler,"" he whispers into my ear. ""And we were brilliant."" ""Yes, we were,"" I reply, leaning against him. And, remembering once again his old self, I add, ""we were fantastic!"" Growing Old With You Growing Old With You A rehash of the scene at Bad Wolf Bay in ""Journey""s End"" and a subsequent scene between Rose and DoctorDonna. First and only time in this series that a chapter is not told in first person perspective. I""ve messed up the dialogue a bit in the first part of this, as there""s no transcript out yet, but I""ve added a few bits and pieces of my own to explain things, anyway, so this is actually a rewrite - which doesn""t mean I didn""t like the original scene, it was perfect! Please let me know what you think, especially about this and the last chapter. His suggestion seemed preposterous to Rose. No matter how similar, the other Doctor still felt like a copy to her. And now he wanted to go off into the sunset once again and leave her behind with that copy. ""But you""re still the Doctor,"" she protested, feeling the tears well up in her eyes. ""I""m him,"" he said gingerly. ""I""ve got his mind, his memories, everything,"" the other Doctor added. ""I came from him."" ""Don""t you see what he""s trying to give you?"" Donna added. She looked at the other Doctor. ""Tell her!"" She turned around to look at the other Doctor. He looked exactly like the real one. He spoke like him, moved like him, thought like him. ""I""ve only got one heart now,"" he explained. ""I""m part human, and that""s changed some aspects of me - specifically, regeneration. I""ll grow old like you, and never regenerate."" He took a breath and looked at Rose. ""I""ve only got one life now - and I could spend it with you, if you want."" Rose fell silent. Then she lifted up her hand and placed it on his chest, feeling the beating of his heart soft under her palm.",240213
3543,"Once more, his eyes were lit by the street lamp and nothing else. ""Oh you""ll pay, you weak mice,"" he whispered sadistically, ""you""ll all pay."" Seattle, Edward""s home Edward Cullen kneeled at the foot of his bed as his friend Peter used the washroom down the hall. As Peter happily brushed his teeth, Edward knelt in prayer. He""d never really prayed in his life, none of his family ever had. Still, these were extraordinary times and Edward knew he had to do something. Religion had never been a part of his family life; his parents merely tried to raise his sister and him as best they could. Any religious instruction they received was in the form of learning the mythology of other cultures. Anyway, Edward didn""t believe in any god or such. The universe was too big for god; how could any deity only a few thousand years old inhabit such an ancient and boundless universe? Also, Edward realized that the universe was too cruel for god. Since the loss of Jasper, the whole world seemed like a frightening, cold place. Everything looked like a child""s nightmare, where every little shadow holds monsters and demons come to eat you up. With Jasper gone, the world needed no Cthulhu or eldritch horrors to terrorize it or make it bleak and inhospitable. Edward was starting to feel like the protagonist of a Lovecraft novel. Maybe Lovecraft had been a repressed homosexual? It would explain by the pasty bastard was always so miserable and self-loathing. As he was about to start praying, Peter knocked don the open door wearing pyjama bottoms and tank top. The buff Greek""s hair was now messy from a shower and free of the grease he used to style it. His mouth was covered with toothpaste foam. ""Hey Ed,"" Peter spoke, ""You have any coffee?"" ""Why?"" Edward asked. He was just about to engage in something very important. Peter explained, ""Your mom paid me a hundred bucks to keep you from committing suicide. If I""m going to do that I""ll need to drink so much fucking coffee."" Edward looked at Peter in confusion, ""So you""re going to stay awake for the next three days?"" ""Yup,"" affirmed Peter, ""I""ve already had ten chocolate bars and five cans of Red Bull. I""ll be up all night and day; I might play my favourite music and bring friends over for a party."" He didn""t bother to ask Edward if that was okay. ""Because I want to keep you alive, man."" Edward sighed, it was a pain in the ass but he could live with it. ""Okay, but keep it down. I need to sleep tonight."" Peter nodded, ""Sure man, I""ll just keep it light tonight and play some meatloaf."" Edward ignored Peter and waited until the man was down the hall of his home. He and Jasper used to share an apartment together but that place held too many memories, so Edward pooled together his resourced and moved into a small two story home in the suburbs of Seattle. Edward believed in no god, he was praying to the one thing that really mattered to him. Kneeling at the bed, Edward closed his eyes and clasped his hands together in prayer. Breathing in deeply, he chose his words carefully.",1220273
3361,"""Then we had to walk all the way home because YOU weren""t patient enough to wait! AND YOU ACCUSE US OF SLA-!"" he stopped mid rant, because as he lifted his right arm...It creaked loudly, and popped from its connecting socket. Suddenly the large metal arm was clanging to the ground. That was the precise time Noah and Fletcher came out to see what the yelling was about. When Russel and Fletcher saw the arm fall off and get tangled in Ed""s sleeves, they screamed and backed off. Noah cried out, and rushed to his side. ""Edward! Oh goodness, your arm!"" ""IT FELL OFF!"" Russel yelled, pointing, ""What kind of monstrosity-!"" ""Brother, how did-!?"" Al exclaimed. ""Everyone QUIET!"" Winry yelled. Everyone stopped talking and the young woman came over. She gently moved Noah aside, then she leaned down, picked up Ed""s arm by the hand, then said, ""It""s just popped loose..."" she then looked Ed in the eyes, and smiled. ""Can I...have a go at fixing it for you?"" she asked. Ed""s face broke out in a bright red blush. He mumbled something incoherent at first, then said, ""Um...Alright...If you don""t mind..."" ""No trouble,"" Winry said with a smile. She put her other hand on his shoulder and started to lead him down to her house. ""Brother, wait for me!"" Al called out, and started to follow. Noah was right behind them, picking up the basket Winry""d put down, ""And me! You still haven""t had dinner,"" Noah said. When inside Winry""s place, she had Ed sit in the little work room while Al and Noah waited in the kitchen, Al gobbling up as much food that wasn""t meat as he could, then she rolled up her sleeves. ""I""ll need you to show me some things, first,"" she said as she walked to a wall and grabbed a few tools. Ed was watching every move she made. His arm rested in front of him on the table. ""Sure,"" he said, then he unbuttoned his vest and shirt, it took some time with one hand, then shrugged the shirt, vest, and coat off his right side, giving her a look at the metal plating and the socket that covered his shoulder where his shoulder should be. Winry came back over, then leaned down and inspected the socket. As she bent close, some of her hair fell from her loose bun and brushed his cheek. It was still so shiny and soft...Ed suddenly wanted to touch it. In seconds, he had zoned out of what was going on, and was lifting his hand up...His fingers gently touched the golden sunshine. He let the ribbon of pale yellow silk slide in his fingers a second. ""Oh, I see how it works,"" Winry said after looking at his shoulder""s socket for a minute or two. ""I see the problem now, your screws were loose. They just need to be tightened more often. How long have you gone..."" she stopped talking when she saw...well, more like felt, his fingers moving through the section of hair that had gotten loose. Her blue eyes shifter over and watched as his middle and forefingers parted her hair and ran through it, his thumb gliding over what spilled over. His hand was so close to her face that she could feel the heat from it. Her cheeks felt like they""d burst into flames when she saw the look on his face.",512464
2002,"You got me sipping on something I can""t compare to nothing Not ever long, I""m hoping that after this feeling, I""ll survive I know I""m acting a bit crazy Messed up, a little bit hazy Hand over heart, I""m hoping that I""m gonna make it out alive My heart""s getting cold when you""re not here The future that we hold is so unclear But I""m not alive until you call And I""ll bet the odds against it all Save your advice, cuz I won""t hear You might be right, but I don""t care There""s a million reasons why I should give you up But the heart wants what it wants The heart wants what it wants You got me spinning in pieces Shining like stars and screaming Lining the earth like Venus But then you disappear and make me wait And every second""s like torture Heartsick drip, no morsel Finding a way to let go Baby, baby, no, I can""t escape My heart""s getting cold when you""re not here The future that we hold is so unclear But I""m not alive until you call And I""ll bet the odds against it all Save your advice, cuz I won""t hear You might be right, but I don""t care There""s a million reasons why I should give you up But the heart wants what it wants The heart wants what it wants The heart wants what it wants The heart wants what it wants The group completely blended in their harmonies very well and their amazing vocals along with the guitar bits and the swelling of strings in the background, but no drum beats made it extra emotional and special to reach down the pits of the audience""s souls as well as the acts that are watching on the other side of the stage where most of them were blown away and some almost on the verge of tears. This is a modern fairy-tale No happy endings, no wind in our sails But I can""t imagine a life without breathless moments Breaking me down, down, down, down, down... My heart""s getting cold when you""re not here The future that we hold is so unclear But I""m not alive until you call And I""ll bet the odds against it all Save your advice, cuz I won""t hear You might be right, but I don""t care There""s a million reasons why I should give you up But the heart wants what it wants The heart wants what it wants The heart wants what it wants The heart wants what it wants The heart wants what it wants, baby It wants what it wants, baby It wants what it wants It wants what it wants The heart wants what it wants, baby It wants what it wants, baby It wants what it wants The heart wants what it wants It ended with a final strum and a sustained string ending chord with the spotlight slowly dimming as the audience cheered and applauded while they were completely emotional and just tugged their heartstrings to the maximum and even stood up from their seats because the performance was so good and Stars Volcano just took a bow and thanked the audience as Buster comes out and said, ""How about that? Thank you, Stars Volcano for that wonderful performance!"" The group just thanked the audience once again and they walked out of the stage with so much exhiliaration and received a huge amount of support and applause from the other acts and Rosita said, ""That was just fabulous!",1276465
3202,"""No one""s accusing you,"" Lilly said. ""Chris just showed you that we""re not focusing only on Jamie. We""re trying to get a picture of what things were like in your community. I can assure you that we""re very careful. And after all, a suspicion is not the same as an accusation."" Dylan calmed down. ""This is all very well, Detectives,"" he said, ""but still: maybe you should look for the criminal somewhere else. I don""t believe that anyone of us had anything to do with this, and that""s my last word."" And with this, Dylan returned to his spare ribs. It was about two p.m. when Lilly and Chris went back to their car. They hadn""t found out anything more from Dylan, who had spent the rest of his lunch break in a huff. After he had returned to the bank, Lilly and Chris had remained in the restaurant to discuss what they had found out, but they had not come to any conclusion. So they had decided to drop by the sheriff""s office, which was where they were now headed. ""Do you think he can tell us anything more than Dylan and Sunday?"" Lilly asked. ""Doubtful,"" Chris admitted and started the engine. ""But still I""ve got the feeling that the solution is there just before our eyes. We""re only looking in the wrong direction."" ""If you say so..."" Lilly sighed. She had felt strange all day. Never before had she had such a feeling about a case. For the first time in her career, Lilly Rush doubted that she could solve her case. ""Hey,"" said Chris and looked at her. ""Please don""t be so gloomy. We""re gonna work it out. I promise you this."" ""I don""t even know if I want this case to be solved,"" Lilly burst out. ""Why couldn""t those construction workers start digging somewhere else? I don""t want to stir up the past. Sometimes I hate my job! It seemed to be such a nice and peaceful community, and now everything""s turned upside down. Why can""t we let sleeping dogs lie?"" Chris stared at her in disbelief. ""Lilly, you""re out of your mind,"" he said. ""What about the things you told me yesterday? That you wanted to help people see that justice is done?"" ""Justice!"" Lilly sneered. ""People get wary. They""ll start reconsidering things, and soon no one will be trusting the others anymore. Dylan will suspect Jordan, and Gabriel will suspect Sunday, and Graham will suspect Jamie... Do you think that""s fair, Chris? Their community will break apart. And if we can""t solve the case, the shadow of suspicion will remain above every one of them!"" ""Hey, hey, hey!"" Chris raised his voice. ""What about justice for Natalya? For thirty years, everyone believed that she was a thief and a bitch who betrayed the trust of her host family, while she had in fact not gotten any further that half a mile. She was brutally murdered for a reason we still have to learn, and you just feel sorry for the suspects. Is that your understanding of justice, Lilly?"" His eyes were blazing now. Lilly felt a pang of guilt. Chris was right, of course he was. She did not understand herself. Normally she was the first to feel for the victim. Why not this time? She blamed it on the weather and her headache.",240213
